step,sim_time_hours,day_of_year,hour,is_weekend,outdoor_temp_c,occupied,occupants,mean_air_temp_c,max_abs_pmv,interval_elec_kwh,interval_hvac_kwh,interval_cool_kwh,interval_gas_kwh,cum_elec_kwh,carbon_gco2_kwh,price_usd_kwh,interval_cost_usd,interval_carbon_kg,CORE_ZN_temp,CORE_ZN_pmv,CORE_ZN_htgsp,CORE_ZN_clgsp,CORE_ZN_occ,PERIMETER_ZN_1_temp,PERIMETER_ZN_1_pmv,PERIMETER_ZN_1_htgsp,PERIMETER_ZN_1_clgsp,PERIMETER_ZN_1_occ,PERIMETER_ZN_2_temp,PERIMETER_ZN_2_pmv,PERIMETER_ZN_2_htgsp,PERIMETER_ZN_2_clgsp,PERIMETER_ZN_2_occ,PERIMETER_ZN_3_temp,PERIMETER_ZN_3_pmv,PERIMETER_ZN_3_htgsp,PERIMETER_ZN_3_clgsp,PERIMETER_ZN_3_occ,PERIMETER_ZN_4_temp,PERIMETER_ZN_4_pmv,PERIMETER_ZN_4_htgsp,PERIMETER_ZN_4_clgsp,PERIMETER_ZN_4_occ
822,4481.0333,187,17.033,False,28.3,True,8.25,25.5,0.295,1.772591,0.855915,0.511361,0.003333,1011.8425,459.4,0.34,0.602681,0.814328,25.5,0.21,21.0,25.5,2.42,25.5,0.264,21.0,25.5,1.83,25.5,0.286,21.0,25.5,1.09,25.5,0.259,21.0,25.5,1.83,25.5,0.295,21.0,25.5,1.09
823,4481.2,187,17.2,False,27.47,True,2.75,25.5,0.25,1.416689,0.775016,0.430462,0.003333,1013.2592,470.9,0.34,0.481674,0.667119,25.5,0.202,21.0,25.5,0.81,25.5,0.25,21.0,25.5,0.61,25.5,0.272,21.0,25.5,0.36,25.5,0.246,21.0,25.5,0.61,25.5,0.276,21.0,25.5,0.36
824,4481.3667,187,17.367,False,26.63,True,2.75,25.5,0.24,1.375277,0.733604,0.38905,0.436446,1014.6345,482.2,0.34,0.467594,0.663158,25.5,0.199,21.0,25.5,0.81,25.5,0.24,21.0,25.5,0.61,25.5,0.262,21.0,25.5,0.36,25.5,0.238,21.0,25.5,0.61,25.5,0.261,21.0,25.5,0.36
825,4481.5333,187,17.533,False,25.8,True,2.75,25.5,0.23,1.336812,0.695139,0.350585,0.003333,1015.9713,493.0,0.34,0.454516,0.659048,25.5,0.195,21.0,25.5,0.81,25.5,0.23,21.0,25.5,0.61,25.5,0.252,21.0,25.5,0.36,25.5,0.229,21.0,25.5,0.61,25.5,0.245,21.0,25.5,0.36
826,4481.7,187,17.7,False,24.97,True,2.75,25.5,0.223,1.304083,0.66241,0.317856,0.003333,1017.2754,503.2,0.34,0.443388,0.656215,25.5,0.192,21.0,25.5,0.81,25.5,0.223,21.0,25.5,0.61,25.5,0.244,21.0,25.5,0.36,25.5,0.223,21.0,25.5,0.61,25.5,0.239,21.0,25.5,0.36
827,4481.8667,187,17.867,False,24.13,True,2.75,25.5,0.218,1.274092,0.63242,0.287865,0.003333,1018.5495,512.8,0.34,0.433191,0.653355,25.5,0.189,21.0,25.5,0.81,25.5,0.216,21.0,25.5,0.61,25.5,0.237,21.0,25.5,0.36,25.5,0.218,21.0,25.5,0.61,25.5,0.233,21.0,25.5,0.36
828,4482.0333,187,18.033,False,23.3,True,2.75,25.5,0.213,1.246091,0.604418,0.259864,0.003333,1019.7956,521.7,0.34,0.423671,0.650085,25.5,0.186,21.0,25.5,0.81,25.5,0.21,21.0,25.5,0.61,25.5,0.23,21.0,25.5,0.36,25.5,0.213,21.0,25.5,0.61,25.5,0.228,21.0,25.5,0.36
829,4482.2083,187,18.208,False,23.3,True,2.75,25.5,0.212,1.243421,0.601748,0.257194,0.003333,1021.039,530.2,0.34,0.422763,0.659262,25.5,0.185,21.0,25.5,0.81,25.5,0.207,21.0,25.5,0.61,25.5,0.227,21.0,25.5,0.36,25.5,0.212,21.0,25.5,0.61,25.5,0.228,21.0,25.5,0.36
830,4482.375,187,18.375,False,23.3,True,2.75,25.5,0.211,1.243937,0.602264,0.25771,0.003333,1022.2829,537.3,0.34,0.422938,0.668367,25.5,0.185,21.0,25.5,0.81,25.5,0.205,21.0,25.5,0.61,25.5,0.224,21.0,25.5,0.36,25.5,0.211,21.0,25.5,0.61,25.5,0.229,21.0,25.5,0.36
831,4482.5556,187,18.556,False,23.3,True,2.75,25.5,0.213,1.243909,0.602236,0.257682,0.003333,1023.5269,544.0,0.34,0.422929,0.676686,25.5,0.185,21.0,25.5,0.81,25.5,0.205,21.0,25.5,0.61,25.5,0.223,21.0,25.5,0.36,25.5,0.213,21.0,25.5,0.61,25.5,0.233,21.0,25.5,0.36
832,4482.7222,187,18.722,False,23.3,True,2.75,25.5,0.213,1.242474,0.600802,0.256247,0.436433,1024.7693,549.1,0.34,0.422441,0.682243,25.5,0.187,21.0,25.5,0.81,25.5,0.204,21.0,25.5,0.61,25.5,0.222,21.0,25.5,0.36,25.5,0.213,21.0,25.5,0.61,25.5,0.232,21.0,25.5,0.36
833,4482.8889,187,18.889,False,23.3,True,2.75,25.5,0.213,1.240884,0.599211,0.254657,0.003333,1026.0102,553.1,0.34,0.421901,0.686333,25.5,0.189,21.0,25.5,0.81,25.5,0.204,21.0,25.5,0.61,25.5,0.221,21.0,25.5,0.36,25.5,0.213,21.0,25.5,0.61,25.5,0.231,21.0,25.5,0.36
834,4483.0556,187,19.056,False,23.3,True,2.75,25.5,0.214,1.23955,0.597877,0.253323,0.003333,1027.2498,556.1,0.34,0.421447,0.689314,25.5,0.192,21.0,25.5,0.81,25.5,0.204,21.0,25.5,0.61,25.5,0.221,21.0,25.5,0.36,25.5,0.214,21.0,25.5,0.61,25.5,0.231,21.0,25.5,0.36
835,4483.2222,187,19.222,False,23.3,True,1.38,25.5,0.0,1.135943,0.585938,0.241383,0.003333,1028.3857,558.1,0.34,0.386221,0.63397,25.5,0.19,21.0,25.5,0.4,25.5,0.202,21.0,25.5,0.31,25.5,0.217,21.0,25.5,0.18,25.5,0.211,21.0,25.5,0.31,25.5,0.224,21.0,25.5,0.18
836,4483.3889,187,19.389,False,23.3,True,1.38,25.5,0.0,1.130747,0.580742,0.236188,0.003333,1029.5165,558.9,0.34,0.384454,0.631975,25.5,0.191,21.0,25.5,0.4,25.5,0.2,21.0,25.5,0.31,25.5,0.215,21.0,25.5,0.18,25.5,0.208,21.0,25.5,0.31,25.5,0.218,21.0,25.5,0.18
837,4483.5556,187,19.556,False,23.3,True,1.38,25.5,0.0,1.123863,0.573858,0.229304,0.003333,1030.6403,558.8,0.34,0.382113,0.628015,25.5,0.191,21.0,25.5,0.4,25.5,0.198,21.0,25.5,0.31,25.5,0.213,21.0,25.5,0.18,25.5,0.202,21.0,25.5,0.31,25.5,0.206,21.0,25.5,0.18
838,4483.75,187,19.75,False,23.3,True,1.38,25.5,0.0,1.120144,0.570138,0.225584,0.003333,1031.7605,557.3,0.34,0.380849,0.624256,25.5,0.19,21.0,25.5,0.4,25.5,0.198,21.0,25.5,0.31,25.5,0.211,21.0,25.5,0.18,25.5,0.201,21.0,25.5,0.31,25.5,0.203,21.0,25.5,0.18
839,4483.9167,187,19.917,False,23.3,True,1.38,25.5,0.0,1.117674,0.567668,0.223114,0.003333,1032.8781,555.0,0.34,0.380009,0.620309,25.5,0.19,21.0,25.5,0.4,25.5,0.197,21.0,25.5,0.31,25.5,0.21,21.0,25.5,0.18,25.5,0.2,21.0,25.5,0.31,25.5,0.2,21.0,25.5,0.18
840,4484.0833,187,20.083,False,23.3,True,1.38,25.5,0.0,1.115679,0.565674,0.22112,0.436425,1033.9938,551.8,0.34,0.379331,0.615632,25.5,0.189,21.0,25.5,0.4,25.5,0.197,21.0,25.5,0.31,25.5,0.209,21.0,25.5,0.18,25.5,0.199,21.0,25.5,0.31,25.5,0.199,21.0,25.5,0.18
841,4484.25,187,20.25,False,23.3,True,1.38,25.5,0.0,1.113393,0.563387,0.218833,0.003333,1035.1072,547.8,0.34,0.378553,0.609916,25.5,0.189,21.0,25.5,0.4,25.5,0.196,21.0,25.5,0.31,25.5,0.208,21.0,25.5,0.18,25.5,0.198,21.0,25.5,0.31,25.5,0.197,21.0,25.5,0.18
842,4484.4167,187,20.417,False,23.3,True,1.38,25.5,0.0,1.111136,0.561131,0.216577,0.003333,1036.2183,543.0,0.34,0.377786,0.603347,25.5,0.189,21.0,25.5,0.4,25.5,0.195,21.0,25.5,0.31,25.5,0.206,21.0,25.5,0.18,25.5,0.198,21.0,25.5,0.31,25.5,0.196,21.0,25.5,0.18
843,4484.5833,187,20.583,False,23.3,True,1.38,25.5,0.0,1.109348,0.559342,0.214788,0.003333,1037.3277,537.6,0.34,0.377178,0.596385,25.5,0.189,21.0,25.5,0.4,25.5,0.195,21.0,25.5,0.31,25.5,0.206,21.0,25.5,0.18,25.5,0.197,21.0,25.5,0.31,25.5,0.195,21.0,25.5,0.18
844,4484.75,187,20.75,False,23.3,True,1.38,25.5,0.0,1.10604,0.556035,0.211481,0.003333,1038.4337,531.6,0.34,0.376054,0.587971,25.5,0.189,21.0,25.5,0.4,25.5,0.195,21.0,25.5,0.31,25.5,0.205,21.0,25.5,0.18,25.5,0.198,21.0,25.5,0.31,25.5,0.194,21.0,25.5,0.18
845,4484.9167,187,20.917,False,23.3,True,1.38,25.5,0.0,1.104645,0.55464,0.210085,0.003333,1039.5384,525.2,0.34,0.375579,0.580159,25.5,0.19,21.0,25.5,0.4,25.5,0.195,21.0,25.5,0.31,25.5,0.205,21.0,25.5,0.18,25.5,0.198,21.0,25.5,0.31,25.5,0.194,21.0,25.5,0.18
846,4485.0833,187,21.083,False,23.3,True,1.38,25.5,0.0,1.103342,0.553337,0.208783,0.003333,1040.6417,518.3,0.08,0.088267,0.571862,25.5,0.191,21.0,25.5,0.4,25.5,0.195,21.0,25.5,0.31,25.5,0.205,21.0,25.5,0.18,25.5,0.198,21.0,25.5,0.31,25.5,0.194,21.0,25.5,0.18
847,4485.25,187,21.25,False,23.22,True,1.38,25.842,0.0,0.458338,0.0,0.0,0.003333,1041.1001,511.1,0.08,0.036667,0.234256,25.69,0.221,21.0,25.5,0.4,25.81,0.241,21.0,25.5,0.31,25.96,0.274,21.0,25.5,0.18,25.83,0.247,21.0,25.5,0.31,25.92,0.257,21.0,25.5,0.18
848,4485.4167,187,21.417,False,23.13,True,1.38,25.787,0.0,0.678227,0.219889,0.089962,0.003333,1041.7783,503.8,0.08,0.054258,0.341691,25.82,0.25,21.0,25.5,0.4,25.99,0.279,21.0,25.5,0.31,25.55,0.217,21.0,25.5,0.18,26.03,0.289,21.0,25.5,0.31,25.54,0.205,21.0,25.5,0.18
849,4485.5833,187,21.583,False,23.05,True,1.38,25.595,0.0,0.912234,0.453896,0.192229,0.436409,1042.6905,496.3,0.08,0.072979,0.452742,25.89,0.267,21.0,25.5,0.4,25.53,0.207,21.0,25.5,0.31,25.51,0.197,21.0,25.5,0.18,25.54,0.212,21.0,25.5,0.31,25.51,0.186,21.0,25.5,0.18
850,4485.75,187,21.75,False,22.97,True,1.38,25.586,0.0,0.885959,0.427621,0.165954,0.003333,1043.5765,488.8,0.08,0.070877,0.433057,25.92,0.278,21.0,25.5,0.4,25.5,0.19,21.0,25.5,0.31,25.5,0.189,21.0,25.5,0.18,25.5,0.193,21.0,25.5,0.31,25.5,0.179,21.0,25.5,0.18
851,4485.9167,187,21.917,False,22.88,True,1.38,25.749,0.0,0.67604,0.217702,0.085962,0.003333,1044.2525,481.3,0.08,0.054083,0.325378,25.93,0.285,21.0,25.5,0.4,25.5,0.183,21.0,25.5,0.31,25.93,0.256,21.0,25.5,0.18,25.5,0.186,21.0,25.5,0.31,25.88,0.24,21.0,25.5,0.18
852,4486.0833,187,22.083,False,22.8,True,1.38,25.853,0.0,0.600917,0.142579,0.045137,0.003333,1044.8534,473.9,0.08,0.048073,0.284775,25.93,0.291,21.0,25.5,0.4,25.77,0.225,21.0,25.5,0.31,25.54,0.204,21.0,25.5,0.18,25.8,0.233,21.0,25.5,0.31,26.22,0.301,21.0,25.5,0.18
853,4486.25,187,22.25,False,22.8,True,1.38,25.782,0.0,0.629574,0.21707,0.087143,0.003333,1045.483,466.7,0.08,0.050366,0.293822,25.92,0.293,21.0,25.5,0.4,25.93,0.259,21.0,25.5,0.31,25.51,0.185,21.0,25.5,0.18,25.97,0.27,21.0,25.5,0.31,25.57,0.209,21.0,25.5,0.18
854,4486.4167,187,22.417,False,22.8,True,1.38,25.692,0.0,0.739216,0.326712,0.128327,0.003333,1046.2222,459.8,0.08,0.059137,0.339892,25.92,0.295,21.0,25.5,0.4,26.0,0.276,21.0,25.5,0.31,25.5,0.178,21.0,25.5,0.18,25.54,0.201,21.0,25.5,0.31,25.51,0.182,21.0,25.5,0.18
855,4486.5833,187,22.583,False,22.8,True,1.38,25.743,0.0,0.641495,0.228991,0.097251,0.003333,1046.8637,453.1,0.08,0.05132,0.290662,25.91,0.298,21.0,25.5,0.4,25.53,0.202,21.0,25.5,0.31,25.89,0.241,21.0,25.5,0.18,25.5,0.184,21.0,25.5,0.31,25.87,0.237,21.0,25.5,0.18
856,4486.6667,187,22.667,False,22.8,True,1.38,25.831,0.0,0.627075,0.214571,0.082831,0.003333,1047.4908,449.8,0.08,0.050166,0.282058,25.91,0.301,21.0,25.5,0.4,25.5,0.184,21.0,25.5,0.31,26.15,0.296,21.0,25.5,0.18,25.5,0.178,21.0,25.5,0.31,26.1,0.287,21.0,25.5,0.18
857,4486.9167,187,22.917,False,22.8,True,1.38,25.665,0.0,0.733076,0.320572,0.127363,0.003333,1048.2239,440.6,0.08,0.058646,0.322993,25.9,0.303,21.0,25.5,0.4,25.5,0.178,21.0,25.5,0.31,25.58,0.21,21.0,25.5,0.18,25.77,0.22,21.0,25.5,0.31,25.57,0.206,21.0,25.5,0.18
858,4487.0,187,23.0,False,22.8,True,1.38,25.735,0.0,0.616464,0.20396,0.074033,0.436395,1048.8403,437.7,0.08,0.049317,0.269826,25.9,0.305,21.0,25.5,0.4,25.8,0.225,21.0,25.5,0.31,25.51,0.185,21.0,25.5,0.18,25.96,0.261,21.0,25.5,0.31,25.51,0.181,21.0,25.5,0.18
859,4487.2222,187,23.222,False,22.7,False,0.0,25.944,0.0,0.458784,0.137948,0.008021,0.003333,1049.2991,430.4,0.08,0.036703,0.197461,25.83,0.296,15.6,28.0,0.0,25.81,0.234,15.6,28.0,0.0,26.08,0.265,15.6,28.0,0.0,25.94,0.263,15.6,28.0,0.0,26.05,0.257,15.6,28.0,0.0
860,4487.3333,187,23.333,False,22.6,False,0.0,25.948,0.0,0.320836,0.0,0.0,0.003333,1049.62,427.0,0.08,0.025667,0.136997,25.75,0.283,15.6,28.0,0.0,25.82,0.239,15.6,28.0,0.0,26.15,0.298,15.6,28.0,0.0,25.92,0.263,15.6,28.0,0.0,26.1,0.286,15.6,28.0,0.0
861,4487.5,187,23.5,False,22.5,False,0.0,25.919,0.0,0.320836,0.0,0.0,0.003333,1049.9408,422.2,0.08,0.025667,0.135457,25.71,0.277,15.6,28.0,0.0,25.81,0.241,15.6,28.0,0.0,26.11,0.298,15.6,28.0,0.0,25.9,0.264,15.6,28.0,0.0,26.05,0.284,15.6,28.0,0.0
862,4487.6667,187,23.667,False,22.4,False,0.0,25.898,0.0,0.320836,0.0,0.0,0.003333,1050.2616,417.7,0.08,0.025667,0.134013,25.68,0.272,15.6,28.0,0.0,25.8,0.242,15.6,28.0,0.0,26.09,0.301,15.6,28.0,0.0,25.89,0.265,15.6,28.0,0.0,26.03,0.285,15.6,28.0,0.0
863,4487.8333,187,23.833,False,22.3,False,0.0,25.881,0.0,0.320836,0.0,0.0,0.003333,1050.5825,413.6,0.08,0.025667,0.132698,25.66,0.268,15.6,28.0,0.0,25.79,0.242,15.6,28.0,0.0,26.08,0.303,15.6,28.0,0.0,25.87,0.265,15.6,28.0,0.0,26.01,0.286,15.6,28.0,0.0
864,4488.0,187,24.0,False,22.2,False,0.0,25.864,0.0,0.320836,0.0,0.0,0.003333,1050.9033,409.8,0.08,0.025667,0.131479,25.64,0.264,15.6,28.0,0.0,25.77,0.241,15.6,28.0,0.0,26.06,0.305,15.6,28.0,0.0,25.86,0.264,15.6,28.0,0.0,25.99,0.287,15.6,28.0,0.0
865,4488.1667,188,0.167,True,22.2,False,0.0,25.851,0.0,0.320836,0.0,0.0,0.003333,1051.2241,378.0,0.08,0.025667,0.121276,25.62,0.26,15.6,28.0,0.0,25.76,0.241,15.6,28.0,0.0,26.05,0.307,15.6,28.0,0.0,25.84,0.264,15.6,28.0,0.0,25.98,0.289,15.6,28.0,0.0
866,4488.3333,188,0.333,True,22.2,False,0.0,25.84,0.0,0.320836,0.0,0.0,0.003333,1051.545,378.5,0.08,0.025667,0.121437,25.61,0.258,15.6,28.0,0.0,25.75,0.24,15.6,28.0,0.0,26.04,0.309,15.6,28.0,0.0,25.83,0.264,15.6,28.0,0.0,25.97,0.29,15.6,28.0,0.0
867,4488.5,188,0.5,True,22.2,False,0.0,25.829,0.0,0.320836,0.0,0.0,0.003333,1051.8658,378.9,0.08,0.025667,0.121565,25.6,0.255,15.6,28.0,0.0,25.74,0.239,15.6,28.0,0.0,26.03,0.31,15.6,28.0,0.0,25.82,0.263,15.6,28.0,0.0,25.96,0.291,15.6,28.0,0.0
868,4488.6667,188,0.667,True,22.2,False,0.0,25.818,0.0,0.320836,0.0,0.0,0.436414,1052.1866,379.3,0.08,0.025667,0.121693,25.59,0.253,15.6,28.0,0.0,25.72,0.238,15.6,28.0,0.0,26.02,0.312,15.6,28.0,0.0,25.81,0.263,15.6,28.0,0.0,25.95,0.292,15.6,28.0,0.0
869,4488.8333,188,0.833,True,22.2,False,0.0,25.807,0.0,0.320836,0.0,0.0,0.003333,1052.5075,379.4,0.08,0.025667,0.121725,25.58,0.251,15.6,28.0,0.0,25.71,0.237,15.6,28.0,0.0,26.01,0.312,15.6,28.0,0.0,25.8,0.262,15.6,28.0,0.0,25.94,0.292,15.6,28.0,0.0
870,4489.0,188,1.0,True,22.2,False,0.0,25.796,0.0,0.320836,0.0,0.0,0.003333,1052.8283,379.5,0.08,0.025667,0.121757,25.57,0.248,15.6,28.0,0.0,25.7,0.235,15.6,28.0,0.0,26.0,0.312,15.6,28.0,0.0,25.79,0.261,15.6,28.0,0.0,25.92,0.292,15.6,28.0,0.0
871,4489.1667,188,1.167,True,22.12,False,0.0,25.781,0.0,0.320836,0.0,0.0,0.003333,1053.1492,379.4,0.08,0.025667,0.121725,25.56,0.245,15.6,28.0,0.0,25.68,0.233,15.6,28.0,0.0,25.99,0.312,15.6,28.0,0.0,25.77,0.259,15.6,28.0,0.0,25.91,0.291,15.6,28.0,0.0
872,4489.3333,188,1.333,True,22.03,False,0.0,25.764,0.0,0.320836,0.0,0.0,0.003333,1053.47,379.3,0.08,0.025667,0.121693,25.54,0.242,15.6,28.0,0.0,25.66,0.23,15.6,28.0,0.0,25.97,0.311,15.6,28.0,0.0,25.76,0.257,15.6,28.0,0.0,25.89,0.29,15.6,28.0,0.0
873,4489.5,188,1.5,True,21.95,False,0.0,25.746,0.0,0.320836,0.0,0.0,0.003333,1053.7908,378.9,0.08,0.025667,0.121565,25.53,0.239,15.6,28.0,0.0,25.64,0.227,15.6,28.0,0.0,25.95,0.309,15.6,28.0,0.0,25.74,0.255,15.6,28.0,0.0,25.87,0.288,15.6,28.0,0.0
874,4489.6667,188,1.667,True,21.87,False,0.0,25.728,0.0,0.320836,0.0,0.0,0.003333,1054.1117,378.5,0.08,0.025667,0.121437,25.51,0.235,15.6,28.0,0.0,25.62,0.224,15.6,28.0,0.0,25.93,0.307,15.6,28.0,0.0,25.72,0.252,15.6,28.0,0.0,25.85,0.285,15.6,28.0,0.0
875,4489.8333,188,1.833,True,21.78,False,0.0,25.709,0.0,0.320836,0.0,0.0,0.003333,1054.4325,378.0,0.08,0.025667,0.121276,25.49,0.231,15.6,28.0,0.0,25.6,0.221,15.6,28.0,0.0,25.91,0.305,15.6,28.0,0.0,25.7,0.249,15.6,28.0,0.0,25.83,0.283,15.6,28.0,0.0
876,4490.0,188,2.0,True,21.7,False,0.0,25.689,0.0,0.320836,0.0,0.0,0.003333,1054.7533,377.3,0.08,0.025667,0.121052,25.48,0.227,15.6,28.0,0.0,25.58,0.217,15.6,28.0,0.0,25.89,0.302,15.6,28.0,0.0,25.68,0.245,15.6,28.0,0.0,25.81,0.28,15.6,28.0,0.0
877,4490.1667,188,2.167,True,21.7,False,0.0,25.673,0.0,0.320836,0.0,0.0,0.436404,1055.0742,376.5,0.08,0.025667,0.120795,25.46,0.224,15.6,28.0,0.0,25.57,0.214,15.6,28.0,0.0,25.88,0.3,15.6,28.0,0.0,25.67,0.243,15.6,28.0,0.0,25.8,0.278,15.6,28.0,0.0
878,4490.3333,188,2.333,True,21.7,False,0.0,25.659,0.0,0.320836,0.0,0.0,0.003333,1055.395,375.6,0.08,0.025667,0.120506,25.45,0.22,15.6,28.0,0.0,25.55,0.211,15.6,28.0,0.0,25.86,0.298,15.6,28.0,0.0,25.65,0.24,15.6,28.0,0.0,25.78,0.275,15.6,28.0,0.0
879,4490.5,188,2.5,True,21.7,False,0.0,25.645,0.0,0.320836,0.0,0.0,0.003333,1055.7158,374.6,0.08,0.025667,0.120185,25.44,0.217,15.6,28.0,0.0,25.54,0.208,15.6,28.0,0.0,25.85,0.295,15.6,28.0,0.0,25.64,0.237,15.6,28.0,0.0,25.77,0.273,15.6,28.0,0.0
880,4490.6667,188,2.667,True,21.7,False,0.0,25.631,0.0,0.320836,0.0,0.0,0.003333,1056.0367,373.4,0.08,0.025667,0.1198,25.43,0.214,15.6,28.0,0.0,25.52,0.205,15.6,28.0,0.0,25.83,0.293,15.6,28.0,0.0,25.62,0.235,15.6,28.0,0.0,25.75,0.271,15.6,28.0,0.0
881,4490.8333,188,2.833,True,21.7,False,0.0,25.618,0.0,0.320836,0.0,0.0,0.003333,1056.3575,372.2,0.08,0.025667,0.119415,25.42,0.211,15.6,28.0,0.0,25.51,0.202,15.6,28.0,0.0,25.82,0.29,15.6,28.0,0.0,25.61,0.232,15.6,28.0,0.0,25.74,0.268,15.6,28.0,0.0
882,4491.0,188,3.0,True,21.7,False,0.0,25.604,0.0,0.320836,0.0,0.0,0.003333,1056.6784,370.8,0.08,0.025667,0.118966,25.41,0.208,15.6,28.0,0.0,25.49,0.199,15.6,28.0,0.0,25.8,0.288,15.6,28.0,0.0,25.6,0.229,15.6,28.0,0.0,25.72,0.265,15.6,28.0,0.0
883,4491.1667,188,3.167,True,21.7,False,0.0,25.591,0.0,0.320836,0.0,0.0,0.003333,1056.9992,369.4,0.08,0.025667,0.118517,25.4,0.204,15.6,28.0,0.0,25.48,0.195,15.6,28.0,0.0,25.79,0.285,15.6,28.0,0.0,25.58,0.226,15.6,28.0,0.0,25.71,0.262,15.6,28.0,0.0
884,4491.3333,188,3.333,True,21.7,False,0.0,25.577,0.0,0.320836,0.0,0.0,0.003333,1057.32,367.8,0.08,0.025667,0.118004,25.39,0.201,15.6,28.0,0.0,25.46,0.192,15.6,28.0,0.0,25.77,0.282,15.6,28.0,0.0,25.57,0.223,15.6,28.0,0.0,25.69,0.26,15.6,28.0,0.0
885,4491.5,188,3.5,True,21.7,False,0.0,25.563,0.0,0.320836,0.0,0.0,0.003333,1057.6409,366.1,0.08,0.025667,0.117458,25.38,0.198,15.6,28.0,0.0,25.45,0.189,15.6,28.0,0.0,25.76,0.279,15.6,28.0,0.0,25.56,0.22,15.6,28.0,0.0,25.68,0.256,15.6,28.0,0.0
886,4491.6667,188,3.667,True,21.7,False,0.0,25.549,0.0,0.320836,0.0,0.0,0.436395,1057.9617,364.4,0.08,0.025667,0.116913,25.37,0.195,15.6,28.0,0.0,25.44,0.185,15.6,28.0,0.0,25.74,0.276,15.6,28.0,0.0,25.54,0.217,15.6,28.0,0.0,25.66,0.253,15.6,28.0,0.0
887,4491.8333,188,3.833,True,21.7,False,0.0,25.535,0.0,0.320836,0.0,0.0,0.003333,1058.2825,362.5,0.08,0.025667,0.116303,25.35,0.191,15.6,28.0,0.0,25.42,0.182,15.6,28.0,0.0,25.73,0.273,15.6,28.0,0.0,25.53,0.213,15.6,28.0,0.0,25.65,0.25,15.6,28.0,0.0
888,4492.0,188,4.0,True,21.7,False,0.0,25.521,0.0,0.320836,0.0,0.0,0.003333,1058.6034,360.5,0.08,0.025667,0.115662,25.34,0.188,15.6,28.0,0.0,25.41,0.178,15.6,28.0,0.0,25.71,0.27,15.6,28.0,0.0,25.51,0.21,15.6,28.0,0.0,25.63,0.247,15.6,28.0,0.0
889,4492.1667,188,4.167,True,21.78,False,0.0,25.512,0.0,0.320836,0.0,0.0,0.003333,1058.9242,358.5,0.08,0.025667,0.11502,25.34,0.185,15.6,28.0,0.0,25.4,0.176,15.6,28.0,0.0,25.7,0.267,15.6,28.0,0.0,25.5,0.208,15.6,28.0,0.0,25.62,0.244,15.6,28.0,0.0
890,4492.3333,188,4.333,True,21.87,False,0.0,25.504,0.0,0.320836,0.0,0.0,0.003333,1059.245,356.4,0.08,0.025667,0.114346,25.33,0.183,15.6,28.0,0.0,25.39,0.174,15.6,28.0,0.0,25.69,0.265,15.6,28.0,0.0,25.5,0.205,15.6,28.0,0.0,25.61,0.242,15.6,28.0,0.0
891,4492.5,188,4.5,True,21.95,False,0.0,25.498,0.0,0.320836,0.0,0.0,0.003333,1059.5659,354.2,0.08,0.025667,0.11364,25.33,0.181,15.6,28.0,0.0,25.38,0.172,15.6,28.0,0.0,25.68,0.263,15.6,28.0,0.0,25.49,0.203,15.6,28.0,0.0,25.6,0.24,15.6,28.0,0.0
892,4492.6667,188,4.667,True,22.03,False,0.0,25.491,0.0,0.320836,0.0,0.0,0.003333,1059.8867,351.9,0.08,0.025667,0.112902,25.33,0.18,15.6,28.0,0.0,25.38,0.17,15.6,28.0,0.0,25.67,0.261,15.6,28.0,0.0,25.48,0.201,15.6,28.0,0.0,25.6,0.238,15.6,28.0,0.0
893,4492.8333,188,4.833,True,22.12,False,0.0,25.485,0.0,0.320836,0.0,0.0,0.003333,1060.2076,349.5,0.08,0.025667,0.112132,25.32,0.178,15.6,28.0,0.0,25.37,0.168,15.6,28.0,0.0,25.67,0.259,15.6,28.0,0.0,25.48,0.199,15.6,28.0,0.0,25.59,0.236,15.6,28.0,0.0
894,4493.0,188,5.0,True,22.2,False,0.0,25.48,0.0,0.320836,0.0,0.0,0.003333,1060.5284,347.1,0.08,0.025667,0.111362,25.32,0.176,15.6,28.0,0.0,25.36,0.166,15.6,28.0,0.0,25.66,0.257,15.6,28.0,0.0,25.47,0.198,15.6,28.0,0.0,25.58,0.234,15.6,28.0,0.0
895,4493.25,188,5.25,True,22.12,True,2.75,25.496,0.193,0.971167,0.512829,0.168275,0.436414,1061.4996,343.4,0.08,0.077693,0.333499,25.46,0.19,21.5,25.5,0.81,25.49,0.179,21.5,25.5,0.61,25.52,0.221,21.5,25.5,0.36,25.5,0.193,21.5,25.5,0.61,25.51,0.21,21.5,25.5,0.36
896,4493.3333,188,5.333,True,22.03,True,2.75,25.5,0.19,0.976792,0.518454,0.1739,0.003333,1062.4764,342.1,0.08,0.078143,0.334161,25.5,0.19,21.5,25.5,0.81,25.5,0.174,21.5,25.5,0.61,25.5,0.204,21.5,25.5,0.36,25.5,0.186,21.5,25.5,0.61,25.5,0.195,21.5,25.5,0.36
897,4493.5,188,5.5,True,21.95,True,2.75,25.5,0.183,0.972707,0.514369,0.169815,0.003333,1063.4491,339.5,0.08,0.077817,0.330234,25.5,0.183,21.5,25.5,0.81,25.5,0.167,21.5,25.5,0.61,25.5,0.192,21.5,25.5,0.36,25.5,0.177,21.5,25.5,0.61,25.5,0.184,21.5,25.5,0.36
